Vide;Time;Value
-------------------- N17 --------------------
2018-06-21T15:39:14.3310000;0;506.737876522111
2018-06-21T15:39:14.3330000;2;507.372356334117
2018-06-21T15:39:14.3350000;4;506.949369792779
2018-06-21T15:39:14.3370000;6;506.314889980773
2018-06-21T15:39:14.3390000;8;504.622943815424
2018-06-21T15:39:14.3410000;10;498.912625507370
2018-06-21T15:39:14.3430000;12;488.972441785943
2018-06-21T15:39:14.3450000;14;483.262123477889
2018-06-21T15:39:14.3470000;16;479.243751335185
2018-06-21T15:39:14.3490000;18;475.225379192480
2018-06-21T15:39:14.3510000;20;472.898953215125
2018-06-21T15:39:14.3530000;22;469.938047425764
2018-06-21T15:39:14.3550000;24;469.515060884426
2018-06-21T15:39:14.3570000;26;469.303567613758
2018-06-21T15:39:14.3590000;28;470.149540696432
2018-06-21T15:39:14.3610000;30;475.436872463149
2018-06-21T15:39:14.3630000;32;484.319589831233
2018-06-21T15:39:14.3650000;34;489.395428327281
2018-06-21T15:39:14.3670000;36;492.990813928648
2018-06-21T15:39:14.3690000;38;495.951719718009
2018-06-21T15:39:14.3710000;40;497.432172612690
2018-06-21T15:39:14.3730000;42;497.643665883358
2018-06-21T15:39:14.3750000;44;496.797692800684
2018-06-21T15:39:14.3770000;46;495.740226447340
2018-06-21T15:39:14.3790000;48;494.048280281991
2018-06-21T15:39:14.3810000;50;492.567827387310
2018-06-21T15:39:14.3830000;52;489.606921597949
2018-06-21T15:39:14.3850000;54;486.434522537919
2018-06-21T15:39:14.3870000;56;483.050630207221
2018-06-21T15:39:14.3890000;58;480.935697500534
2018-06-21T15:39:14.3910000;60;478.609271523179
2018-06-21T15:39:14.3930000;62;476.917325357830
2018-06-21T15:39:14.3950000;64;475.436872463149
2018-06-21T15:39:14.3970000;66;473.533433027131
2018-06-21T15:39:14.3990000;68;472.687459944456
2018-06-21T15:39:14.4010000;70;470.572527237770
2018-06-21T15:39:14.4030000;72;470.995513779107
2018-06-21T15:39:14.4050000;74;471.418500320444
2018-06-21T15:39:14.4070000;76;472.052980132450
2018-06-21T15:39:14.4090000;78;472.475966673788
2018-06-21T15:39:14.4110000;80;472.052980132450
2018-06-21T15:39:14.4130000;82;473.110446485794
2018-06-21T15:39:14.4150000;84;474.167912839137
2018-06-21T15:39:14.4170000;86;475.859859004486
2018-06-21T15:39:14.4190000;88;476.705832087161
2018-06-21T15:39:14.4210000;90;479.243751335185
2018-06-21T15:39:14.4230000;92;480.301217688528
2018-06-21T15:39:14.4250000;94;481.570177312540
2018-06-21T15:39:14.4270000;96;483.050630207221
2018-06-21T15:39:14.4290000;98;484.319589831233
2018-06-21T15:39:14.4310000;100;484.954069643239
