Vide;Time;Value
-------------------- N17 --------------------
2018-06-21T15:26:26.1890000;0;454.710531937620
2018-06-21T15:26:26.1910000;2;454.710531937620
2018-06-21T15:26:26.1930000;4;454.710531937620
2018-06-21T15:26:26.1950000;6;454.922025208289
2018-06-21T15:26:26.1970000;8;454.710531937620
2018-06-21T15:26:26.1990000;10;451.961119418928
2018-06-21T15:26:26.2010000;12;449.423200170904
2018-06-21T15:26:26.2030000;14;447.731254005554
2018-06-21T15:26:26.2050000;16;446.039307840205
2018-06-21T15:26:26.2070000;18;445.404828028199
2018-06-21T15:26:26.2090000;20;444.347361674856
2018-06-21T15:26:26.2110000;22;444.558854945524
2018-06-21T15:26:26.2130000;24;444.558854945524
2018-06-21T15:26:26.2150000;26;445.404828028199
2018-06-21T15:26:26.2170000;28;447.096774193548
2018-06-21T15:26:26.2190000;30;450.692159794916
2018-06-21T15:26:26.2210000;32;454.710531937620
2018-06-21T15:26:26.2230000;34;456.613971373638
2018-06-21T15:26:26.2250000;36;458.094424268319
2018-06-21T15:26:26.2270000;38;459.786370433668
2018-06-21T15:26:26.2290000;40;461.266823328349
2018-06-21T15:26:26.2310000;42;461.901303140355
2018-06-21T15:26:26.2330000;44;462.324289681692
2018-06-21T15:26:26.2350000;46;462.112796411023
2018-06-21T15:26:26.2370000;48;461.901303140355
2018-06-21T15:26:26.2390000;50;462.324289681692
2018-06-21T15:26:26.2410000;52;461.478316599017
2018-06-21T15:26:26.2430000;54;462.747276223029
2018-06-21T15:26:26.2450000;56;463.381756035035
2018-06-21T15:26:26.2470000;58;463.170262764367
2018-06-21T15:26:26.2490000;60;462.747276223029
2018-06-21T15:26:26.2510000;62;462.324289681692
2018-06-21T15:26:26.2530000;64;462.112796411023
2018-06-21T15:26:26.2550000;66;462.324289681692
2018-06-21T15:26:26.2570000;68;461.901303140355
2018-06-21T15:26:26.2590000;70;461.478316599017
2018-06-21T15:26:26.2610000;72;461.478316599017
2018-06-21T15:26:26.2630000;74;461.266823328349
2018-06-21T15:26:26.2650000;76;460.843836787011
2018-06-21T15:26:26.2670000;78;461.266823328349
2018-06-21T15:26:26.2690000;80;461.266823328349
2018-06-21T15:26:26.2710000;82;461.901303140355
2018-06-21T15:26:26.2730000;84;460.843836787011
2018-06-21T15:26:26.2750000;86;460.420850245674
2018-06-21T15:26:26.2770000;88;460.209356975005
2018-06-21T15:26:26.2790000;90;460.420850245674
2018-06-21T15:26:26.2810000;92;460.632343516343
2018-06-21T15:26:26.2830000;94;459.786370433668
2018-06-21T15:26:26.2850000;96;458.940397350993
2018-06-21T15:26:26.2870000;98;457.882930997650
2018-06-21T15:26:26.2890000;100;457.882930997650
2018-06-21T15:26:26.2910000;102;456.825464644307
2018-06-21T15:26:26.2930000;104;457.248451185644
2018-06-21T15:26:26.2950000;106;457.459944456313
2018-06-21T15:26:26.2970000;108;457.036957914975
2018-06-21T15:26:26.2990000;110;457.036957914975
2018-06-21T15:26:26.3010000;112;456.825464644307
2018-06-21T15:26:26.3030000;114;456.402478102969
2018-06-21T15:26:26.3050000;116;456.613971373638
2018-06-21T15:26:26.3070000;118;457.036957914975
2018-06-21T15:26:26.3090000;120;456.613971373638
2018-06-21T15:26:26.3110000;122;456.402478102969
2018-06-21T15:26:26.3130000;124;456.402478102969
2018-06-21T15:26:26.3150000;126;455.556505020295
2018-06-21T15:26:26.3170000;128;454.922025208289
2018-06-21T15:26:26.3190000;130;453.653065584277
2018-06-21T15:26:26.3210000;132;453.230079042940
2018-06-21T15:26:26.3230000;134;453.441572313608
2018-06-21T15:26:26.3250000;136;453.653065584277
2018-06-21T15:26:26.3270000;138;453.441572313608
2018-06-21T15:26:26.3290000;140;453.230079042940
2018-06-21T15:26:26.3310000;142;453.230079042940
2018-06-21T15:26:26.3330000;144;453.230079042940
2018-06-21T15:26:26.3350000;146;453.230079042940
2018-06-21T15:26:26.3370000;148;454.287545396283
2018-06-21T15:26:26.3390000;150;454.922025208289
2018-06-21T15:26:26.3410000;152;455.556505020295
2018-06-21T15:26:26.3430000;154;455.345011749626
2018-06-21T15:26:26.3450000;156;455.133518478958
2018-06-21T15:26:26.3470000;158;455.345011749626
2018-06-21T15:26:26.3490000;160;455.979491561632
2018-06-21T15:26:26.3510000;162;455.767998290963
2018-06-21T15:26:26.3530000;164;455.979491561632
2018-06-21T15:26:26.3550000;166;456.402478102969
2018-06-21T15:26:26.3570000;168;455.979491561632
2018-06-21T15:26:26.3590000;170;456.402478102969
2018-06-21T15:26:26.3610000;172;456.825464644307
2018-06-21T15:26:26.3630000;174;456.613971373638
2018-06-21T15:26:26.3650000;176;456.402478102969
2018-06-21T15:26:26.3670000;178;456.402478102969
2018-06-21T15:26:26.3690000;180;455.556505020295
2018-06-21T15:26:26.3710000;182;455.556505020295
2018-06-21T15:26:26.3730000;184;455.767998290963
2018-06-21T15:26:26.3750000;186;455.767998290963
2018-06-21T15:26:26.3770000;188;455.767998290963
2018-06-21T15:26:26.3790000;190;455.979491561632
2018-06-21T15:26:26.3810000;192;455.556505020295
2018-06-21T15:26:26.3830000;194;455.767998290963
2018-06-21T15:26:26.3850000;196;455.979491561632
2018-06-21T15:26:26.3870000;198;456.402478102969
2018-06-21T15:26:26.3890000;200;456.613971373638
2018-06-21T15:26:26.3910000;202;456.825464644307
2018-06-21T15:26:26.3930000;204;456.825464644307
2018-06-21T15:26:26.3950000;206;456.825464644307
2018-06-21T15:26:26.3970000;208;456.825464644307
2018-06-21T15:26:26.3990000;210;456.825464644307
2018-06-21T15:26:26.4010000;212;457.036957914975
2018-06-21T15:26:26.4030000;214;457.459944456313
2018-06-21T15:26:26.4050000;216;457.459944456313
2018-06-21T15:26:26.4070000;218;457.459944456313
2018-06-21T15:26:26.4090000;220;457.459944456313
2018-06-21T15:26:26.4110000;222;458.094424268319
2018-06-21T15:26:26.4130000;224;457.459944456313
2018-06-21T15:26:26.4150000;226;457.882930997650
2018-06-21T15:26:26.4170000;228;457.459944456313
2018-06-21T15:26:26.4190000;230;457.882930997650
2018-06-21T15:26:26.4210000;232;457.459944456313
2018-06-21T15:26:26.4230000;234;457.248451185644
2018-06-21T15:26:26.4250000;236;457.036957914975
2018-06-21T15:26:26.4270000;238;457.036957914975
2018-06-21T15:26:26.4290000;240;457.248451185644
2018-06-21T15:26:26.4310000;242;456.825464644307
2018-06-21T15:26:26.4330000;244;456.825464644307
2018-06-21T15:26:26.4350000;246;456.825464644307
2018-06-21T15:26:26.4370000;248;457.036957914975
2018-06-21T15:26:26.4390000;250;456.825464644307
2018-06-21T15:26:26.4410000;252;456.613971373638
2018-06-21T15:26:26.4430000;254;456.402478102969
2018-06-21T15:26:26.4450000;256;456.613971373638
2018-06-21T15:26:26.4470000;258;456.402478102969
2018-06-21T15:26:26.4490000;260;455.979491561632
2018-06-21T15:26:26.4510000;262;456.613971373638
2018-06-21T15:26:26.4530000;264;457.248451185644
2018-06-21T15:26:26.4550000;266;457.459944456313
2018-06-21T15:26:26.4570000;268;457.036957914975
2018-06-21T15:26:26.4590000;270;456.825464644307
2018-06-21T15:26:26.4610000;272;456.613971373638
2018-06-21T15:26:26.4630000;274;457.036957914975
2018-06-21T15:26:26.4650000;276;456.613971373638
2018-06-21T15:26:26.4670000;278;456.825464644307
2018-06-21T15:26:26.4690000;280;456.825464644307
2018-06-21T15:26:26.4710000;282;457.036957914975
2018-06-21T15:26:26.4730000;284;456.825464644307
2018-06-21T15:26:26.4750000;286;456.825464644307
