Vide;Time;Value
-------------------- N23 --------------------
2018-06-21T15:29:07.2770000;0;448.154240546892
2018-06-21T15:29:07.2790000;2;448.365733817560
2018-06-21T15:29:07.2810000;4;448.577227088229
2018-06-21T15:29:07.2830000;6;448.577227088229
2018-06-21T15:29:07.2850000;8;446.039307840205
2018-06-21T15:29:07.2870000;10;438.425550096133
2018-06-21T15:29:07.2890000;12;424.255500961333
2018-06-21T15:29:07.2910000;14;403.317667165136
2018-06-21T15:29:07.2930000;16;375.189062166204
2018-06-21T15:29:07.2950000;18;324.430677205725
2018-06-21T15:29:07.2970000;20;281.920529801325
2018-06-21T15:29:07.2990000;22;239.410382396924
2018-06-21T15:29:07.3010000;24;196.900234992523
2018-06-21T15:29:07.3030000;26;154.601580858791
2018-06-21T15:29:07.3050000;28;101.305276650288
2018-06-21T15:29:07.3070000;30;66.831873531297
2018-06-21T15:29:07.3090000;32;39.126255073702
2018-06-21T15:29:07.3110000;34;17.976928006836
2018-06-21T15:29:07.3130000;36;3.806878872036
2018-06-21T15:29:07.3150000;38;-2.960905789361
2018-06-21T15:29:07.3170000;40;-3.172399060030
2018-06-21T15:29:07.3190000;42;-3.595385601367
2018-06-21T15:29:07.3210000;44;-2.960905789361
2018-06-21T15:29:07.3230000;46;-2.749412518693
2018-06-21T15:29:07.3250000;48;-2.537919248024
2018-06-21T15:29:07.3270000;50;-4.018372142705
2018-06-21T15:29:07.3290000;52;-5.710318308054
2018-06-21T15:29:07.3310000;54;-5.921811578722
2018-06-21T15:29:07.3330000;56;-5.498825037385
2018-06-21T15:29:07.3350000;58;-4.441358684042
2018-06-21T15:29:07.3370000;60;-4.018372142705
2018-06-21T15:29:07.3390000;62;-2.960905789361
2018-06-21T15:29:07.3410000;64;-3.806878872036
2018-06-21T15:29:07.3430000;66;-4.652851954711
2018-06-21T15:29:07.3450000;68;-4.864345225379
2018-06-21T15:29:07.3470000;70;-3.172399060030
2018-06-21T15:29:07.3490000;72;-2.326425977355
